name,latitude,longitude,boro,category,factype
FIRST STEPS TRANS INC. (B2192),40.5754125562,-74.0026153488,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
THOMAS BUSES INC (B2192),40.8369187627,-73.8758092201,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
LITTLE RICHIE BUS SERVICE,40.8102034182,-73.8849153864,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
CHILDREN`S TRANS INC. (B2321),40.8369187627,-73.8758092201,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
ALLIED TRANSIT CORP.,40.6718298864,-73.9022870302,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
BROOKLYN PORT AUTH MARINE TERMINAL PIER NO 6,40.6927819996,-74.001221,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
LITTLE LISA BUS CO. INC.,40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
"THOMAS BUSES, INC. (B2321)",40.8369187627,-73.8758092201,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
LOGAN TRANSPORTATION SYSTEMS,40.8164714493,-73.8442600095,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
PIER 11,40.702997,-74.005936,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
Y & M TRANSIT CORP (B2192),40.6095772809,-73.914394604,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
LOGAN TRANSPORTATION SYSTEMS,40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
CONTINENTAL TERMINALS BROOKLYN 23RD STREET PIER,40.6632999998,-74.0001960004,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
ZEREGA CMF,40.822857,-73.841602,BRONX,Bus Depots & Terminals,MTA BUS DEPOT
THOMAS BUSES INC (B2192),40.5754125562,-74.0026153488,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
EMPIRE CHARTER SERVICE INC,40.634262823,-73.8905918391,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
ALL AMERICAN SCHOOL BUS CORP.,40.6405665717,-74.1380712417,STATEN ISLAND,Bus Depots & Terminals,SCHOOL BUS DEPOT
"DON THOMAS BUSES, INC. (B2321)",40.8223552218,-73.8812381071,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
CHILDREN`S TRANS INC. (B2321),40.5754125562,-74.0026153488,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
PREMIER PARA,40.645151,-73.912124,BROOKLYN,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
KINGS PLAZA SHOPPING CENTER,40.608301,-73.919921,BROOKLYN,Bus Depots & Terminals,BUS STATION
"LORINDA ENTERPRISES, LTD.",40.8102034182,-73.8849153864,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"PORT OF NEW YORK, LOWER BAY, ANCHORAGE NO. 28",40.515697,-74.091102,STATEN ISLAND,Bus Depots & Terminals,PORT OR MARINE TERMINAL
MV PUBLIC NY,40.80484,-73.933621,MANHATTAN,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
BROOKLYN PORT AUTH MARINE TERMINAL PIER NO 5,40.6945209997,-74.0004369999,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
LOGAN BUS COMPANY INC.,40.8552264154,-73.8407862526,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
EASTCHESTER DEPOT,40.882155,-73.821447,BRONX,Bus Depots & Terminals,MTA BUS DEPOT
PIER 79- NY WATERWAY,40.760837,-74.00305,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
"LITTLE LINDA BUS CO.,INC.",40.6890723813,-73.8452363666,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
BULKHEAD-E 59TH ST TO E 63RD,40.759506,-73.957626,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
"CONSOLIDATED BUS TRANSIT, INC.",40.825161888,-73.8445141748,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
CARERIDE PARA,40.711066,-73.897605,QUEENS,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
PHILLIP BUS CORP (B2192),40.8091827229,-73.8846352504,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"BORO TRANSIT, INC.",40.6729483322,-73.8968769572,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
FAR ROCKAWAY DEPOT,40.592941,-73.779632,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
GEORGE WASHINGTON BRIDGE BUS STATION,40.848865,-73.938426,MANHATTAN,Bus Depots & Terminals,PANYNJ BUS TERMINAL
FLATBUSH DEPOT,40.615648,-73.927074,BROOKLYN,Bus Depots & Terminals,MTA BUS DEPOT
LOGAN BUS COMPANY INC.,40.8164714493,-73.8442600095,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
COLLEGE POINT DEPOT,40.773597,-73.841086,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
"CASTLE OIL CORP., PORT MORRIS TERMINAL TANKER DOCK",40.8009239998,-73.906833,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
GVC II PARA ADMINISTRATION,40.816547,-73.843746,BRONX,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
"BUCKEYE TERMINALS, LLC - BRONX TERMINAL, EAST RIVER DOCKS",40.8038899999,-73.9033300004,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
JACKIE GLEASON DEPOT,40.651554,-74.002306,BROOKLYN,Bus Depots & Terminals,MTA BUS DEPOT
CASEY STENGEL DEPOT,40.75345,-73.845845,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
LEESEL TRANSPORTATION CORP (B2192),40.6532455251,-73.8914877914,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
JOFAZ TRANSPORTATION INC.,40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
LUMBER EXCHANGE TERMINAL PIER,40.7330650002,-73.9623000002,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
ENERGY TERMINAL SERVICES CORP WHARF,40.5525610003,-74.2226759998,STATEN ISLAND,Bus Depots & Terminals,PORT OR MARINE TERMINAL
JAMAICA DEPOT,40.700785,-73.790763,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
"LORINDA ENTERPRISES, LTD.",40.8552264154,-73.8407862526,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
BROOKLYN PORT AUTH MARINE TERMINAL PIER NO 8,40.6899090002,-74.0029289997,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
TRANSCARE NY,40.653472,-73.899332,BROOKLYN,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
"DON THOMAS BUSES, INC. (B2321)",40.5754125562,-74.0026153488,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
PIER 1,40.703227,-73.995618,BROOKLYN,Bus Depots & Terminals,FERRY TERMINAL
P/O ST. GEORGE FERRY TERMINAL,40.642615,-74.075159,STATEN ISLAND,Bus Depots & Terminals,FERRY TERMINAL
EAST NEW YORK DEPOT,40.678175,-73.899843,BROOKLYN,Bus Depots & Terminals,MTA BUS DEPOT
BROOKLYN PORT AUTH MARINE TERMINAL PIER NO 7,40.6917489996,-74.0019500004,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
QUEENS VILLAGE BUS DEPOT,40.717253,-73.730207,QUEENS,Bus Depots & Terminals,BUS STATION
JOFAZ TRANSPORTATION INC.,40.6735967342,-74.0094055083,BROOKLYN,Bus Depots & Terminals,SCHOOL BUS DEPOT
GUN HILL DEPOT,40.86646,-73.833075,BRONX,Bus Depots & Terminals,MTA BUS DEPOT
YUKON DEPOT,40.573903,-74.165824,STATEN ISLAND,Bus Depots & Terminals,MTA BUS DEPOT
FERRY TERMINAL,40.7089,-73.970189,BROOKLYN,Bus Depots & Terminals,FERRY TERMINAL
FERRY TERMINAL,40.767946,-73.94935,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
SPRING CREEK DEPOT,40.661625,-73.865182,BROOKLYN,Bus Depots & Terminals,MTA BUS DEPOT
FERRY TERMINAL,40.743297,-73.971296,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
GRAND AVE DEPOT,40.718037,-73.920434,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
"BUCKEYE TERMINALS, LLC - BRONX TERMINAL, EAST RIVER NO. 3 BERTH DOCK",40.8030899999,-73.9047080001,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
L & M BUS CORP (A),40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
LAGUARDIA DEPOT,40.766211,-73.883729,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
RIVER CAFE,40.703521,-73.994972,BROOKLYN,Bus Depots & Terminals,FERRY TERMINAL
ST. GEORGE FERRY TERMINAL,40.643959094,-74.0734009156,STATEN ISLAND,Bus Depots & Terminals,FERRY TERMINAL
"CASTLE OIL CORP., PORT MORRIS TERMINAL, NORTH BARGE DOCK.",40.8023370003,-73.905351,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
G.V.C. LTD. (B2192),40.7760471885,-73.9322079201,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
MANHATTANVILLE DEPOT,40.819137,-73.95778,MANHATTAN,Bus Depots & Terminals,MTA BUS DEPOT
ST GEORGE FERRY TERM/MARINE 9,40.64398,-74.072587,STATEN ISLAND,Bus Depots & Terminals,FERRY TERMINAL
"CONSOLIDATED EDISON CO. OF NEW YORK, NORTH 1ST STREET TERMINAL, BULKHEAD WHARF.",40.7171019997,-73.967073,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
ADVANCE TRANSIT,40.816618,-73.884774,BRONX,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
MAR-CAN TRANSPORT CO. INC (B2192),40.8102034182,-73.8849153864,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
"BUCKEYE TERMINALS, LLC - BRONX TERMINAL, EAST RIVER MAIN BERTH DOCK",40.8039760003,-73.9033969999,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
"LITTLE LINDA BUS CO.,INC.",40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
PIONEER TRANSPORTATION CORP,40.8164714493,-73.8442600095,BRONX,Bus Depots & Terminals,SCHOOL BUS DEPOT
NO WILLIAMSBURG FERRY LANDING,40.720862,-73.964794,BROOKLYN,Bus Depots & Terminals,FERRY TERMINAL
CASTLE OIL CORP PORT MORRIS TERMINAL,40.80083,-73.9066699997,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
MV TRANSPORTATION,40.67691,-73.926744,BROOKLYN,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
CONTINENTAL TERMINALS WOLCOTT ST WAREHOUSE WHARF,40.6800549999,-74.0185590001,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
JFK DEPOT,40.661295,-73.773526,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
STAR CRUISER PARA,40.616824,-73.907118,BROOKLYN,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
PORT AUTHORITY BUS TERMINAL,40.756951,-73.991524,MANHATTAN,Bus Depots & Terminals,PANYNJ BUS TERMINAL
RIVER CAFE,40.703521,-73.994972,BROOKLYN,Bus Depots & Terminals,FERRY TERMINAL
"METRO TERMINALS CORP., GREENPOINT TERMINAL UPPER DOCK.",40.7342299999,-73.9413089999,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
SPRAGUE ENERGY BRONX TERMINAL,40.8065359996,-73.8927859998,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
GVC II PARA PARKING FACILITY,40.82624,-73.840571,BRONX,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
BROOKLYN PORT AUTH MARINE TERMINAL PIER NO 3,40.6975700001,-73.9982849996,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
FERRY TERMINAL,40.743297,-73.971296,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
BAISLEY PARK DEPOT,40.688566,-73.784457,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
CASTLETON DEPOT,40.63296,-74.129017,STATEN ISLAND,Bus Depots & Terminals,MTA BUS DEPOT
M J QUILL DEPOT,40.760453,-74.000464,MANHATTAN,Bus Depots & Terminals,MTA BUS DEPOT
FERRY TERMINAL,40.76414,-73.952692,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
ALL TRANSIT,40.592134,-73.80098,QUEENS,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
VINNY`S BUS SERVICES (B2321),40.6890723813,-73.8452363666,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
EMPIRE PARA,40.654882,-73.891673,BROOKLYN,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
PIER A / MARINE UNIT #1,40.704101,-74.018033,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
126TH ST DEPOT,40.803198,-73.931597,MANHATTAN,Bus Depots & Terminals,MTA BUS DEPOT
MAR-CAN TRANSPORT CO. INC (B2192),40.6650120702,-73.7826952545,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
BAYSIDE FUEL OIL DEPOT CORP SOUTH BROOKLYN TERMINAL WHARF,40.6798630001,-73.9886500004,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
MAGGIEÂS TRANS,40.680712,-73.877941,BROOKLYN,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
"N.Y. CRUISE LINES, PIER NO. 81",40.761593,-74.0022200003,MANHATTAN,Bus Depots & Terminals,CRUISE TERMINAL
WHITEHALL TERMINAL,40.7010569142,-74.0130827864,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
METRO TERMINALS CORP GREENPOINT TERMINAL,40.73472,-73.9425,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
TUSKEGEE AIRMEN,40.788432,-73.950053,MANHATTAN,Bus Depots & Terminals,MTA BUS DEPOT
"CASTLE OIL CORP.,  PORT MORRIS TERMINAL SOUTH BARGE DOCK",40.800069,-73.9075950001,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
35 ST PIER (CON-ED PIER),40.743956,-73.97088,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
MOTHER CLARA HALE DEPOT,40.821966,-73.936786,MANHATTAN,Bus Depots & Terminals,MTA BUS DEPOT
"N.Y. CRUISE LINES, PIER NO. 83",40.7626989998,-74.001416,MANHATTAN,Bus Depots & Terminals,CRUISE TERMINAL
"BUCKEYE TERMINALS, LLC - BROOKLYN TERMINAL (COURT STREET)",40.6682210001,-74.0058260002,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
KINGSBRIDGE DEPOT,40.870358,-73.913271,MANHATTAN,Bus Depots & Terminals,MTA BUS DEPOT
"GATX TERMINALS CORP., STATEN ISLAND TERMINAL BERTHS NOS. 3 , 5, 6, AND 7.",40.6274830001,-74.2008879996,STATEN ISLAND,Bus Depots & Terminals,PORT OR MARINE TERMINAL
WEST FARMS DEPOT,40.837503,-73.877799,BRONX,Bus Depots & Terminals,MTA BUS DEPOT
CBT PAR TRANSIT,40.829934,-73.845109,BRONX,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
STATEN ISLAND FERRY TERMINAL,40.700369,-74.012911,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
BROOKLYN PORT AUTH MARINE TERMINAL PIER NO 2,40.6992330003,-73.9972539997,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
"CONSOLIDATED EDISON CO. OF NEW YORK, NORTH 1ST STREET TERMINAL WHARF.",40.7179900001,-73.9665150004,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
MV PUBLIC,40.638741,-74.127948,STATEN ISLAND,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
"BUCKEYE TERMINALS, LLC - BRONX TERMINAL, EAST RIVER NO. 2 BERTH DOCK",40.8034650001,-73.904316,BRONX,Bus Depots & Terminals,PORT OR MARINE TERMINAL
PRIDE TRANSPORTATION (SCH AGE),40.6890723813,-73.8452363666,QUEENS,Bus Depots & Terminals,SCHOOL BUS DEPOT
QUEENS VILLAGE DEPOT,40.717014,-73.730348,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
FRESH POND DEPOT,40.706811,-73.89537,QUEENS,Bus Depots & Terminals,MTA BUS DEPOT
STATEN ISLAND FERRY TERMINAL,40.700369,-74.012911,MANHATTAN,Bus Depots & Terminals,FERRY TERMINAL
PROFESSIONAL TRANSIT,40.70024,-73.80291,QUEENS,Bus Depots & Terminals,MTA PARATRANSIT VEHICLE DEPOT
ULLMER PARK DEPOT,40.593778,-73.992128,BROOKLYN,Bus Depots & Terminals,MTA BUS DEPOT
"METRO TERMINALS CORP., GREENPOINT TERMINAL LOWER DOCK.",40.7353290002,-73.9423300002,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
GATX TERMINALS CORP STATEN ISLAND TERM,40.6311100001,-74.2008299996,STATEN ISLAND,Bus Depots & Terminals,PORT OR MARINE TERMINAL
CHARLESTON DEPOT,40.53102,-74.237981,STATEN ISLAND,Bus Depots & Terminals,MTA BUS DEPOT
KINDER MORGAN LIQUIDS TERMINALS NEWTOWN CREEK TERMINAL,40.7297449999,-73.938385,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
SPRAGUE ENERGY ASTORIA TERMINALS,40.7819439996,-73.8997220004,QUEENS,Bus Depots & Terminals,PORT OR MARINE TERMINAL
BAY TERMINALS OF THE ROCKAWAYS WHARF,40.5928189997,-73.8033980001,QUEENS,Bus Depots & Terminals,PORT OR MARINE TERMINAL
"GATX TERMINALS CORP., STATEN ISLAND TERMINAL BERTH NO. 2.",40.6302479999,-74.2000919997,STATEN ISLAND,Bus Depots & Terminals,PORT OR MARINE TERMINAL
BROOKLYN PORT AUTH MARINE TERMINAL PIER NO 1,40.7014829997,-73.9962999997,BROOKLYN,Bus Depots & Terminals,PORT OR MARINE TERMINAL
"NEW YORK CRUISE LINES, BATTERY PARK LANDING",40.7042420002,-74.0175120004,MANHATTAN,Bus Depots & Terminals,CRUISE TERMINAL
HOWLAND HOOK CONTAINER TERMINAL WHARF,40.6403039996,-74.1901249997,STATEN ISLAND,Bus Depots & Terminals,PORT OR MARINE TERMINAL
