name,latitude,longitude,boro,category,factype
LONG ISLAND CONSULTATION CENTER OP,40.733671061,-73.8693448998,QUEENS,Hospitals & Clinics,
LENOX HILL HOSPITAL,40.7739653886,-73.9611102399,MANHATTAN,Hospitals & Clinics,
"ODYSSEY HOUSE, INC. OP",40.7047765125,-74.0059613279,MANHATTAN,Hospitals & Clinics,
EMU HEALTH,40.70203545,-73.8559423512,QUEENS,Hospitals & Clinics,
FLUSHING HOSPITAL MEDICAL CENTER,40.755531,-73.815475,QUEENS,Hospitals & Clinics,
CUMBERLAND DIAGNOSTIC & TREATMENT CENTER,40.6950805049,-73.9766412071,BROOKLYN,Hospitals & Clinics,
MICHAEL CALLEN-AUDRE LORDE COMMUNITY HEALTH CENTER,40.7430519994,-74.003117283,MANHATTAN,Hospitals & Clinics,
YALDEINU HEALTH INC.,40.6225071518,-73.9930100364,BROOKLYN,Hospitals & Clinics,
"HANDS ON HEALTH ASSOCIATES, LLC OP",40.6715086205,-73.8954072312,BROOKLYN,Hospitals & Clinics,
BROOKDALE HOSPITAL MEDICAL CENTER OP,40.6784479127,-73.9373688235,BROOKLYN,Hospitals & Clinics,
DORAL MEDICAL AND MULTISPECIALTY FACILITY,40.670525153,-73.9067667448,BROOKLYN,Hospitals & Clinics,
METROPOLITAN HOSPITAL CENTER,40.7850865334,-73.9450268754,MANHATTAN,Hospitals & Clinics,
NYU LANGONE ORTHOPEDIC HOSPITAL,40.734397691,-73.982972687,MANHATTAN,Hospitals & Clinics,
NEW YORK-PRESBYTERIAN HOSPITAL - COLUMBIA PRESBYTERIAN CENTER,40.8411566411,-73.9408112155,MANHATTAN,Hospitals & Clinics,
"GRAMERCY SURGERY CENTER, INC",40.7368457788,-73.9810472481,MANHATTAN,Hospitals & Clinics,
MONTEFIORE MEDICAL CENTER-WAKEFIELD HOSPITAL,40.8935334877,-73.8611916746,BRONX,Hospitals & Clinics,
BROWNSVILLE CHILD HEALTH CLINIC,40.6646900437,-73.911147109,BROOKLYN,Hospitals & Clinics,
JUNCTION BOULEVARD CHILD HEALTH CLINIC,40.754211,-73.871968,QUEENS,Hospitals & Clinics,
CITY WIDE HEALTH FACILITY INC.,40.6064343395,-73.9878552288,BROOKLYN,Hospitals & Clinics,
FLOATING HOSPITAL (INCORPORATED),40.7541668027,-73.9419364085,QUEENS,Hospitals & Clinics,
PROJECT RENEWAL,40.7258719277,-73.9909979546,MANHATTAN,Hospitals & Clinics,
WHOLEVIEW DIRECT OP,40.7504572499,-73.9764265193,MANHATTAN,Hospitals & Clinics,
MOUNT SINAI HOSPITAL,40.7904119838,-73.9528590584,MANHATTAN,Hospitals & Clinics,
SOUTH BROOKLYN HEALTH,40.5856468622,-73.9648672043,BROOKLYN,Hospitals & Clinics,
"FEDCARE, INC.",40.7635022056,-73.9876016846,MANHATTAN,Hospitals & Clinics,
BROOK PLAZA AMBULATORY SURGICAL CENTER INC,40.6256075431,-73.9272463636,BROOKLYN,Hospitals & Clinics,
MOUNT SINAI -  BEHAVIORAL HEALTH CENTER,40.7206884103,-73.9911987451,MANHATTAN,Hospitals & Clinics,
HARLEM HOSPITAL CENTER,40.8141202109,-73.9397457408,MANHATTAN,Hospitals & Clinics,
LAFAYETTE HOUSES CHILD HEALTH CLINIC,40.6899932107,-73.9598197894,BROOKLYN,Hospitals & Clinics,
THIRD AVENUE IMAGING LLC,40.8150948408,-73.919969189,BRONX,Hospitals & Clinics,
BRONXCARE HOSPITAL CENTER,40.8434852512,-73.9110349928,BRONX,Hospitals & Clinics,
CENTER FOR COMPREHENSIVE HEALTH PRACTICE INC,40.7966724665,-73.9478434798,MANHATTAN,Hospitals & Clinics,
MORRISANIA DIAGNOSTIC & TREATMENT CENTER,40.8362236157,-73.9202918374,BRONX,Hospitals & Clinics,
"NEW YORK ARTIFICIAL KIDNEY CENTER, INC",40.5841997707,-73.9411823793,BROOKLYN,Hospitals & Clinics,
"COMMUNITY HEALTH CENTER OF RICHMOND, INC.",40.6353945392,-74.1348867609,STATEN ISLAND,Hospitals & Clinics,
STATEN ISLAND ENDOSCOPY CENTER,40.5977184467,-74.1619892574,STATEN ISLAND,Hospitals & Clinics,
REGO PARK COUNSELING LLC OP,40.731878486,-73.8571134763,QUEENS,Hospitals & Clinics,
LONG ISLAND JEWISH MEDICAL CENTER OP1,40.7507367042,-73.7107270999,QUEENS,Hospitals & Clinics,
"MANHATTAN ENDOSCOPY CENTER, LLC",40.7548474381,-73.9794099731,MANHATTAN,Hospitals & Clinics,
COLUMBIADOCTORS/NEWYORK-PRESBYTERIAN IMAGING,40.7604685164,-73.9788572145,MANHATTAN,Hospitals & Clinics,
LONG ISLAND JEWISH MEDICAL CENTER,40.7545114333,-73.7076672465,QUEENS,Hospitals & Clinics,
LONG ISLAND JEWISH FOREST HILLS,40.7290090325,-73.8516850273,QUEENS,Hospitals & Clinics,
COMMUNITY HEALTHCARE NETWORK,40.8235147268,-73.8933814472,BRONX,Hospitals & Clinics,
COLUMBIA UNIVERSITY HEALTH CARE INC,40.8410057286,-73.9416093685,MANHATTAN,Hospitals & Clinics,
WILLIAMSBURG CHILD HEALTH CLINIC,40.7120661668,-73.9443239304,BROOKLYN,Hospitals & Clinics,
BROOKLYN EYE SURGERY CENTER,40.6253513153,-73.9630284465,BROOKLYN,Hospitals & Clinics,
REC CTR AT BELVIS DIAGNOSTIC & TC OP,40.8101447817,-73.9157892795,BRONX,Hospitals & Clinics,
"VNS HLTH BEHAVIORAL HLTH, INC OP",40.7497573329,-73.9731649758,MANHATTAN,Hospitals & Clinics,
OUTREACH PROJECT-BELLPORT OP,40.7002610575,-73.8319936806,QUEENS,Hospitals & Clinics,
COLUMBUS CENTER FOR MEDICAL REHABILITATION,40.8364394722,-73.9227299708,BRONX,Hospitals & Clinics,
JACOBI MEDICAL CENTER,40.8564867516,-73.847549146,BRONX,Hospitals & Clinics,
HARLEM HOSPITAL CENTER,40.8141202109,-73.9397457408,MANHATTAN,Hospitals & Clinics,
PERFORMANCE SURGICAL CENTER,40.627716223,-73.9572059878,BROOKLYN,Hospitals & Clinics,
"THE ROGOSIN INSTITUTE AT METHODIST HOME FOR NURSING AND REHABILITATION, LLC",40.8904524322,-73.9031642325,BRONX,Hospitals & Clinics,
QUEENS HOSPITAL CENTER,40.717777,-73.805293,QUEENS,Hospitals & Clinics,
AVANTUS IRVING PLACE DIALYSIS CENTER,40.7351813688,-73.9882500405,MANHATTAN,Hospitals & Clinics,
KINGS COUNTY HOSPITAL CENTER (HHC) OP,40.6566460111,-73.9449347538,BROOKLYN,Hospitals & Clinics,
"EXPONENTS, INC. OP",40.7055389177,-74.0159786939,MANHATTAN,Hospitals & Clinics,
UNION HEALTH CENTER-ILGWU,40.7455575436,-73.9941519617,MANHATTAN,Hospitals & Clinics,
RICHMOND UNIVERSITY MEDICAL CENTER,40.6357092184,-74.1057876997,STATEN ISLAND,Hospitals & Clinics,
MOUNT SINAI MORNINGSIDE OP 1,40.8057008865,-73.9614464371,MANHATTAN,Hospitals & Clinics,
INTERFAITH MEDICAL CENTER,40.6784479127,-73.9373688235,BROOKLYN,Hospitals & Clinics,
WEILL CORNELL IMAGING AT NEW YORK PRESBYTERIAN,40.764729053,-73.9539201238,MANHATTAN,Hospitals & Clinics,
ST. BARNABAS HOSPITAL OP,40.8533700223,-73.8908467235,BRONX,Hospitals & Clinics,
LIBERTY ENDOSCOPY CENTER,40.7098647982,-74.0055732765,MANHATTAN,Hospitals & Clinics,
HSS WEST SIDE ASC,40.7710319873,-73.9916052653,MANHATTAN,Hospitals & Clinics,
CENTER CARE RECOVERY OP,40.7380259652,-74.0010668832,MANHATTAN,Hospitals & Clinics,
SURGERY OF TOMORROW,40.6064503856,-73.961079847,BROOKLYN,Hospitals & Clinics,
PARKSIDE OUTPATIENT PROGRAM,40.7646826347,-73.9402857949,QUEENS,Hospitals & Clinics,
"RIVER RENAL SERVICES, INC",40.7392535154,-73.9754888728,MANHATTAN,Hospitals & Clinics,
"BEACON CHRISTIAN COMMUNITY HEALTH CENTER, INC.",40.6266185741,-74.1586149429,STATEN ISLAND,Hospitals & Clinics,
MOUNT SINAI WEST,40.7696722594,-73.9868007824,MANHATTAN,Hospitals & Clinics,
CATHOLIC MANAGED LONG TERM CARE,40.8018341204,-73.9460398808,MANHATTAN,Hospitals & Clinics,
AMBULATORY SURGERY CENTER OF GREATER NEW YORK,40.8584262199,-73.8553214946,BRONX,Hospitals & Clinics,
CATHOLIC CHARITIES NEIGHBORHOOD SVC OP,40.6311077574,-73.9451401707,BROOKLYN,Hospitals & Clinics,
PHC,40.6306892371,-73.9779443276,BROOKLYN,Hospitals & Clinics,
MOUNT SINAI MORNINGSIDE,40.8057008865,-73.9614464371,MANHATTAN,Hospitals & Clinics,
"LA CASA DE SALUD, INC.",40.8228526643,-73.8997680696,BRONX,Hospitals & Clinics,
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,40.6995844886,-73.9423894861,BROOKLYN,Hospitals & Clinics,
"ALL CITY FAMILY HEALTHCARE CENTER, INC.",40.5952364526,-73.9412443718,BROOKLYN,Hospitals & Clinics,
CUMBERLAND DIAGNOSTIC & TREATMENT CENTER,40.6951435847,-73.9762355722,BROOKLYN,Hospitals & Clinics,
CENTERLIGHT HEALTHCARE DIAGNOSTIC AND TREATMENT CENTER,40.8616524504,-73.867844922,BRONX,Hospitals & Clinics,
NEW YORK UNIVERSITY DENTAL CENTER,40.7379676347,-73.9783986027,MANHATTAN,Hospitals & Clinics,
CALVARY HOSPITAL,40.646552092,-74.0210877868,BROOKLYN,Hospitals & Clinics,
CASTLE HILL MEDICAL CENTER OF NEW YORK INC.,40.8260556253,-73.8492694787,BRONX,Hospitals & Clinics,
WEST SIDE GI,40.7691348075,-73.9936679444,MANHATTAN,Hospitals & Clinics,
NEW YORK NEURO & REHAB CENTER,40.8570796981,-73.9320746513,MANHATTAN,Hospitals & Clinics,
SURGICARE OF BROOKLYN,40.6516924238,-74.0098909361,BROOKLYN,Hospitals & Clinics,
HERITAGE HEALTH CARE,40.8253981832,-73.9469230766,MANHATTAN,Hospitals & Clinics,
OUTREACH'S REACT CENTER OP,40.7002610575,-73.8319936806,QUEENS,Hospitals & Clinics,
"SEEK COUNSELING, LLC. OP",40.6316486404,-74.035955811,BROOKLYN,Hospitals & Clinics,
FIFTH AVENUE SURGERY CENTER,40.7810424106,-73.9599623609,MANHATTAN,Hospitals & Clinics,
SPRINGFIELD GARDENS MEDICAL CENTER,40.679436,-73.755111,QUEENS,Hospitals & Clinics,
SOUTH BROOKLYN ENDOSCOPY CENTER,40.6077912112,-73.9801920707,BROOKLYN,Hospitals & Clinics,
NYU LANGONE HOSPITALS,40.7414794873,-73.973623231,MANHATTAN,Hospitals & Clinics,
FORT GREENE CHILD HEALTH CLINIC,40.6790156381,-73.9734533143,BROOKLYN,Hospitals & Clinics,
"PHYSICARE MULTI-SERVICES, LTD",40.6174236393,-73.9407564675,BROOKLYN,Hospitals & Clinics,
KINGS COUNTY HOSPITAL CENTER,40.6566460111,-73.9449347538,BROOKLYN,Hospitals & Clinics,
ADVANCED ENDOSCOPY CENTER,40.8766538512,-73.9059288242,BRONX,Hospitals & Clinics,
THE NEW YORK PROTON CENTER,40.8043072307,-73.9342323831,MANHATTAN,Hospitals & Clinics,
ELMCOR YOUTH & ADULT ACTIVITIES OP,40.7575795808,-73.8612363649,QUEENS,Hospitals & Clinics,
QUEENS HOSPITAL CENTER,40.717777,-73.805293,QUEENS,Hospitals & Clinics,
KINGS HARBOR DIALYSIS CENTER,40.8605263581,-73.8301862349,BRONX,Hospitals & Clinics,
BUSHWICK CENTER FOR RENAL DIALYSIS LLC,40.67638223,-73.8983362123,BROOKLYN,Hospitals & Clinics,
STATEN ISLAND UNIVERSITY HOSPITAL PRINCE'S BAY,40.5168499858,-74.1962844428,STATEN ISLAND,Hospitals & Clinics,
ELMHURST HOSPITAL OP,40.7450882754,-73.8856696736,QUEENS,Hospitals & Clinics,
"CENTURY MEDICAL & DENTAL CENTER, INC.",40.589979346,-73.9733908604,BROOKLYN,Hospitals & Clinics,
DAVID H. KOCH CENTER FOR CANCER CARE,40.7670421603,-73.9510399426,MANHATTAN,Hospitals & Clinics,
BRONX RECOVERY SUPPORT CENTER OP,40.7464675047,-73.9783396214,MANHATTAN,Hospitals & Clinics,
MOUNT SINAI BROOKLYN,40.6187269272,-73.9429745867,BROOKLYN,Hospitals & Clinics,
GUNHILL HEALTH CENTER,40.8742897285,-73.8576630671,BRONX,Hospitals & Clinics,
"SPRING HILL WELLNESS NEW YORK, LLC OP",40.6078302663,-73.9226080554,BROOKLYN,Hospitals & Clinics,
ADVANCED HUMAN SERVICES OP,40.7213322423,-73.8379256466,QUEENS,Hospitals & Clinics,
PROSPECT PARK DIALYSIS CENTER,40.6559789644,-73.9507979034,BROOKLYN,Hospitals & Clinics,
STARLING HEALTH,40.8369045003,-73.8598111104,BRONX,Hospitals & Clinics,
BRONX TREATMENT CENTER,40.838401824,-73.9228134658,BRONX,Hospitals & Clinics,
THE CHILDREN'S AID SOCIETY,40.8339242189,-73.8901916571,BRONX,Hospitals & Clinics,
RETINAL AMBULATORY SURGERY CENTER OF NEW YORK INC,40.775749,-73.958801,MANHATTAN,Hospitals & Clinics,
SEGUNDO RUIZ BELVIS D & T CENTER,40.8101447817,-73.9157892795,BRONX,Hospitals & Clinics,
WILLIAM F. RYAN COMMUNITY HEALTH CENTER,40.7934101987,-73.9676883709,MANHATTAN,Hospitals & Clinics,
"NOVO DIALYSIS FLATLANDS, LLC",40.6284795981,-73.9475249831,BROOKLYN,Hospitals & Clinics,
BETANCES HEALTH CENTER,40.7135993465,-73.9836427483,MANHATTAN,Hospitals & Clinics,
GRAND UNION HOLISTIC SOLUTIONS OP,40.6120125712,-74.1777579334,STATEN ISLAND,Hospitals & Clinics,
"PROJECT HOSPITALITY, INC. OP",40.6380494542,-74.1321392866,STATEN ISLAND,Hospitals & Clinics,
COUNSELING SERVICES OF NEW YORK LLC OP,40.8283398648,-73.9238051681,BRONX,Hospitals & Clinics,
"HUDSON SURGERY CENTER, LLC",40.7379973637,-73.9818403991,MANHATTAN,Hospitals & Clinics,
ODYSSEY HOUSE OF NEW YORK INC,40.7269124637,-73.9950814739,MANHATTAN,Hospitals & Clinics,
HARLEM HOSPITAL CENTER,40.8141202109,-73.9397457408,MANHATTAN,Hospitals & Clinics,
"ENDOSCOPIC DIAGNOSTIC AND TREATMENT CENTER, LLC",40.6283179115,-74.0212105788,BROOKLYN,Hospitals & Clinics,
ALLHEALTH D&T CENTER-BROOKLYN2,40.6087966736,-73.9598803091,BROOKLYN,Hospitals & Clinics,
"CAMELOT OF STATEN ISLAND, INC. OP",40.5334736663,-74.2364582291,STATEN ISLAND,Hospitals & Clinics,
LASANTE HEALTH CENTER,40.6559789644,-73.9507979034,BROOKLYN,Hospitals & Clinics,
JACOBI MEDICAL CENTER,40.8564867516,-73.847549146,BRONX,Hospitals & Clinics,
GRAND CONCOURSE DIALYSIS FACILITY,40.8462509122,-73.908921649,BRONX,Hospitals & Clinics,
DREW HAMILTON HOUSES HEALTH CENTER,40.821735707,-73.942300924,MANHATTAN,Hospitals & Clinics,
"NY PACE FACILITY, INC.",40.6377650273,-74.0067484246,BROOKLYN,Hospitals & Clinics,
SAFE FOUNDATION OP,40.5925918738,-73.9735591362,BROOKLYN,Hospitals & Clinics,
REALIZATION CENTER CLINIC OP,40.736171491,-73.9914561927,MANHATTAN,Hospitals & Clinics,
NEW YORK CENTER FOR AMBULATORY SURGERY,40.7633451118,-73.9618871003,MANHATTAN,Hospitals & Clinics,
ISLAND AMBULATORY SURGERY CENTER,40.6015232762,-73.9610776866,BROOKLYN,Hospitals & Clinics,
NY MED OF BROOKLYN,40.6711568183,-73.9500950759,BROOKLYN,Hospitals & Clinics,
BEDFORD STUYVESANT FAMILY HEALTH CENTER INC,40.6797331578,-73.9426605042,BROOKLYN,Hospitals & Clinics,
ELMHURST HOSPITAL CENTER,40.7387104026,-73.8783511552,QUEENS,Hospitals & Clinics,
THE ENDOSCOPY CENTER OF NEW YORK,40.7834801712,-73.9500458866,MANHATTAN,Hospitals & Clinics,
MEDEX DIAGNOSTIC AND TREATMENT CENTER,40.7192196662,-73.8379127523,QUEENS,Hospitals & Clinics,
RIVERDALE MENTAL HEALTH ASSOCIATION OP,40.9062568753,-73.9037732916,BRONX,Hospitals & Clinics,
GREENPOINT COMMUNITY HEALTH CENTER,40.7296242869,-73.9543152194,BROOKLYN,Hospitals & Clinics,
WILLIAMSBURG DIALYSIS CENTER,40.7022260054,-73.9452701756,BROOKLYN,Hospitals & Clinics,
CARNEGIE HILL OF NEW YORK,40.7835201071,-73.9538109723,MANHATTAN,Hospitals & Clinics,
RENAISSANCE HEALTH CARE NETWORK,40.8051619567,-73.9536399484,MANHATTAN,Hospitals & Clinics,
QUEENS HOSPITAL CENTER,40.7178808118,-73.8045202015,QUEENS,Hospitals & Clinics,
UTICA AVENUE DIALYSIS CLINIC,40.6406733072,-73.9288534591,BROOKLYN,Hospitals & Clinics,
UNIVERSITY EYE CENTER,40.7544963851,-73.9821695746,MANHATTAN,Hospitals & Clinics,
PALM GARDENS DIALYSIS CENTER LLC,40.6413653556,-73.9726311486,BROOKLYN,Hospitals & Clinics,
EMPIRE CENTER FOR SPECIAL SURGERY,40.5269901015,-74.1680146265,STATEN ISLAND,Hospitals & Clinics,
FMS-SOUTHERN MANHATTAN DIALYSIS CENTER,40.7368410197,-73.9967792762,MANHATTAN,Hospitals & Clinics,
BROOKLYN UNITED METHODIST CONTINUUM SERVICES,40.671379869,-73.8628024437,BROOKLYN,Hospitals & Clinics,
"PARKMED NYC, LLC",40.7500698353,-73.9716592947,MANHATTAN,Hospitals & Clinics,
MEDALLIANCE MEDICAL HEALTH SERVICES,40.8584179,-73.8836906034,BRONX,Hospitals & Clinics,
NEW DAY TREATMENT CENTER LLC OP,40.6036101226,-73.7535860774,QUEENS,Hospitals & Clinics,
CROTONA PARKWAY AMBULATORY SURGERY CENTER,40.8429591679,-73.8849084139,BRONX,Hospitals & Clinics,
THE DOOR - A CENTER OF ALTERNATIVES,40.7241287506,-74.0051444575,MANHATTAN,Hospitals & Clinics,
DANIEL WEBSTER HOUSES CHILD HEALTH CLINIC,40.832279849,-73.9095346019,BRONX,Hospitals & Clinics,
ALL COUNTY LLC,40.7390649848,-73.8072795198,QUEENS,Hospitals & Clinics,
BELLEVUE HOSPITAL CENTER,40.7392535154,-73.9754888728,MANHATTAN,Hospitals & Clinics,
KINGS COUNTY HOSPITAL CENTER,40.6566460111,-73.9449347538,BROOKLYN,Hospitals & Clinics,
ST JOHNS EPISCOPAL HOSPITAL SO SHORE,40.5985811374,-73.7534684636,QUEENS,Hospitals & Clinics,
HOUSING WORKS EAST NEW YORK,40.6747709873,-73.8747393229,BROOKLYN,Hospitals & Clinics,
STAPLETON CHILD HEALTH CLINIC,40.6267793572,-74.0773533008,STATEN ISLAND,Hospitals & Clinics,
HOUSING WORKS COMMUNITY HEALTHCARE OP,40.6925458894,-73.9865304481,BROOKLYN,Hospitals & Clinics,
"INWOOD COMMUNITY SERVICES, INC. OP",40.8661433611,-73.9245255065,MANHATTAN,Hospitals & Clinics,
COUNSELING SERVICE OF E.D.N.Y. OP 1,40.6934879413,-73.9914153174,BROOKLYN,Hospitals & Clinics,
KINGS COUNTY HOSP./EMS ST. 38,40.656629,-73.944144,BROOKLYN,Other Emergency Services,AMBULANCE STATION
BATTALION 21/ENGINE 152,40.6116611412,-74.0704061896,STATEN ISLAND,Other Emergency Services,FIREHOUSE
QUEENS HOSPITAL CTR/GATEWAY HS,40.717777,-73.805293,QUEENS,Other Emergency Services,AMBULANCE STATION
ENGINE 292/RESCUE 4,40.7406730103,-73.9009961289,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 35,40.714154,-73.957052,BROOKLYN,Other Emergency Services,AMBULANCE STATION
BATTALION 19/ENGINE 75/LADDER 33,40.8561600342,-73.9044104451,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 205/LADDER 118,40.6999893963,-73.9922635533,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 211/LADDER 119,40.7013455961,-73.9622550798,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 305/LADDER 151,40.718240871,-73.8377301277,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 321,40.6022955308,-73.9351911389,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 301/LADDER 150,40.7145012913,-73.7630398159,QUEENS,Other Emergency Services,FIREHOUSE
BATTALION 3/ENGINE 94/LADDER 48,40.8185970316,-73.8877422999,BRONX,Other Emergency Services,FIREHOUSE
BATTALION 9/ENGINE 54/LADDER 4,40.7607651683,-73.9868268116,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 53/LADDER 43,40.7890335674,-73.9471812456,MANHATTAN,Other Emergency Services,FIREHOUSE
BATTALION 16/ENGINE 69/LADDER 28,40.8208575493,-73.9418254345,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 277/LADDER 112,40.6963984092,-73.9145997779,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 58/LADDER 26,40.7987167197,-73.9468393853,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 253,40.5990373217,-73.9884278699,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 279/LADDER 131,40.6721693177,-73.999611077,BROOKLYN,Other Emergency Services,FIREHOUSE
EMS STATION 26,40.830581,-73.900559,BRONX,Other Emergency Services,AMBULANCE STATION
CUMBERLAND HOSP/EMS STATION 31,40.695498,-73.976819,BROOKLYN,Other Emergency Services,AMBULANCE STATION
SQUAD 41,40.817247614,-73.9201613836,BRONX,Other Emergency Services,FIREHOUSE
DIVISION 1/LADDER 20,40.72296583,-73.996518284,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 275/LADDER 133,40.6934713059,-73.7810215703,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 72,40.8212892322,-73.8182214926,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 219/LADDER 105,40.68120964,-73.9738724632,BROOKLYN,Other Emergency Services,FIREHOUSE
PIERS 35 AND 36  EMS ST.4/DIV.1,40.709581,-73.986351,MANHATTAN,Other Emergency Services,AMBULANCE STATION
ENGINE 330/LADDER 172,40.6121421763,-73.9791580008,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 323,40.6200993372,-73.9158357173,BROOKLYN,Other Emergency Services,FIREHOUSE
DIVISION 15/ENGINE 283,40.6609531821,-73.9179700272,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 13/ENGINE 93/LADDER 45,40.8487043578,-73.9316332643,MANHATTAN,Other Emergency Services,FIREHOUSE
WOODHULL HOSP/EMS STATION 57,40.699516,-73.942712,BROOKLYN,Other Emergency Services,AMBULANCE STATION
ENGINE 39/LADDER 16,40.7672179657,-73.9636058548,MANHATTAN,Other Emergency Services,FIREHOUSE
RESCUE 1,40.7607182833,-73.9965947253,MANHATTAN,Other Emergency Services,FIREHOUSE
BROOKLYN BOROUGH COMMAND/DIVISION 11/BATTALION 31/ENGINE 207/LADDER 110,40.6955202657,-73.9828822077,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 285/LADDER 142,40.6826815914,-73.8419092215,QUEENS,Other Emergency Services,FIREHOUSE
BATTALION 15/ENGINE 63/LADDER 39,40.8930454806,-73.8553298228,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 70/LADDER 53,40.8455590345,-73.7846438362,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 313/LADDER 164,40.766809074,-73.7421841646,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 164/LADDER 84,40.535419238,-74.1960566975,STATEN ISLAND,Other Emergency Services,FIREHOUSE
BATTALION 39/ENGINE 225/LADDER 107,40.6694126809,-73.8653366131,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 51/ENGINE 308,40.6839109425,-73.823351186,QUEENS,Other Emergency Services,FIREHOUSE
THE HIGH LINE/EMS STATION 7,40.747571,-74.004988,MANHATTAN,Other Emergency Services,AMBULANCE STATION
BATTALION 35/ENGINE 216/LADDER 108,40.7062381924,-73.9507358927,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 281/LADDER 147,40.6399546274,-73.9666293466,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 303/LADDER 126,40.6935516138,-73.8068795554,QUEENS,Other Emergency Services,FIREHOUSE
EMS STATION 55,40.823884,-73.917114,BRONX,Other Emergency Services,AMBULANCE STATION
EMS STATION 19  DO 7,40.858729,-73.904071,BRONX,Other Emergency Services,AMBULANCE STATION
ENGINE 320/LADDER 167,40.7633060322,-73.7869874641,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 238/LADDER 106,40.7307339022,-73.9511731908,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 299/LADDER 152,40.7381707544,-73.7933506237,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 304/LADDER 162,40.7168420554,-73.7359820581,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 80/LADDER 23,40.8218761032,-73.9507880663,MANHATTAN,Other Emergency Services,FIREHOUSE
SQUAD 1,40.6746730362,-73.976638271,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 49/ENGINE 312,40.7733918538,-73.9103199952,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 250,40.6278143283,-73.9755949482,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 258/LADDER 115,40.7450023645,-73.951715067,QUEENS,Other Emergency Services,FIREHOUSE
BATTALION 2/ENGINE 24/LADDER 5,40.7280570029,-74.0034222359,MANHATTAN,Other Emergency Services,FIREHOUSE
FDNY EMS CMND - SEAVIEW CAMPUS,40.59255,-74.134517,STATEN ISLAND,Other Emergency Services,AMBULANCE STATION
ENGINE 210,40.6928057274,-73.9730598123,BROOKLYN,Other Emergency Services,FIREHOUSE
BATTALION 41/ENGINE 248,40.6486805641,-73.9502342793,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 74,40.7847258957,-73.9745480165,MANHATTAN,Other Emergency Services,FIREHOUSE
EMS STATION 39,40.671198,-73.895314,BROOKLYN,Other Emergency Services,AMBULANCE STATION
BATTALION 17/ENGINE 92/LADDER 44,40.8346839422,-73.9136159213,BRONX,Other Emergency Services,FIREHOUSE
ENGINE 290/LADDER 103,40.6651325519,-73.8954539141,BROOKLYN,Other Emergency Services,FIREHOUSE
EMS STATION 15,40.891081,-73.859071,BRONX,Other Emergency Services,AMBULANCE STATION
ENGINE 310/LADDER 174,40.6504315776,-73.9289043031,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 251,40.7444831191,-73.7160875369,QUEENS,Other Emergency Services,FIREHOUSE
ENGINE 242,40.6173562116,-74.0294198007,BROOKLYN,Other Emergency Services,FIREHOUSE
ENGINE 5,40.7314335093,-73.9834538831,MANHATTAN,Other Emergency Services,FIREHOUSE
ENGINE 40/LADDER 35,40.7744578702,-73.9842960045,MANHATTAN,Other Emergency Services,FIREHOUSE
LADDER 116,40.7553878178,-73.9332535996,QUEENS,Other Emergency Services,FIREHOUSE
TRIBOROUGH BRIDGE PLAYGROUND.E,40.773002,-73.920878,QUEENS,Other Emergency Services,AMBULANCE STATION
ENGINE 166/LADDER 86,40.6142548488,-74.1581128458,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 161/LADDER 81,40.5966812083,-74.069838375,STATEN ISLAND,Other Emergency Services,FIREHOUSE
ENGINE 221/LADDER 104,40.713173663,-73.9611221818,BROOKLYN,Other Emergency Services,FIREHOUSE
